search_role,title,company,location,state,salary,experience_required,description,updated,link,skills_auto,is_core_data_role
data analyst,E-Listing Specialist,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,2 years,"Job Title : E-Listing Specialist 

 Experience : Min 2 Years 

 Location : Prabhadevi, Mumbai 

 Working Days and Timings : Mon to sat & 10:00 A.M to 6:00 P.M 

 Job Summary : We are seeking a detail-oriented and proactive E-Listing Specialist to manage and optimize...",2025-12-31T16:17:19.9970000,https://jooble.org/jdp/-7894891385066644929,"ai, mumbai",False
data analyst,Ads Specialist,MKR Techsoft Private Limited,India,N/A,Not disclosed,Not mentioned,"# Develop and manage  paid advertising campaigns  on Google Ads, Facebook Ads Manager, Instagram, LinkedIn, and other platforms. 
# Conduct  keyword research  and audience targeting to optimize ad performance. 
# Create engaging  ad copies, visuals, and landing pages ...",2025-10-30T13:04:36.7830000,https://jooble.org/jdp/3786099003644559080,"ai, campaigns",False
data analyst,Java Full stack developer,Iclivia,India,N/A,Not disclosed,8 years,"Java Full Stack Developer 
 Location:  Hyderabad 
 Experience:  5–8 Years 
 Skills Required: 
# Strong expertise in  Java, Spring Boot, and Microservices 
# Frontend experience with  Angular  (latest versions preferred)
# Good understanding of REST APIs and integration...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7046922222822348135,"api, apis, rest apis",False
data analyst,Community Mobilization Specialist,"Gang Alternative, Inc",India,N/A,$40k - $45k,Not mentioned,"Community Mobilization Specialist
  Title: Community Mobilization Specialist   
   Reports to: Program Manager   
   Employment Type: Full- time, Mode of Work: In- person (no remote work)   
   Work Location: Positions Available in Palm Beach, Broward and Miami Dade...",2025-11-27T23:47:24.2970000,https://jooble.org/jdp/7292593580202955346,"ai, bi",True
data analyst,Java Fullstack Developer,Marktine,India,N/A,Not disclosed,Not mentioned,"...responsive user interfaces  using  React.js / Angular / Vue.js  . 
# Integrate  front-end and back-end systems  efficiently for seamless  data  flow. 
# Manage  database design, optimization, and integration  (MySQL, PostgreSQL, MongoDB). 
# Implement  security,...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/5898807246768808845,"data, database, database design, ml, mongodb, mysql, postgresql, seamless, sql, user interfaces",False
data analyst,Staff Data Scientist,ChargePoint,India,N/A,Not disclosed,Not mentioned,"...mark on how people and goods will get everywhere they need to go, in any context, for generations to come. 
 Reports To 
 Director,  Data  Engineering 
 What You Will Be Doing 
 As a  Staff Data Scientist  , you will play a pivotal role in the design, development, and...",2025-12-07T20:29:38.8600000,https://jooble.org/jdp/232237412627011502,data,True
data analyst,QC Chemist,White Force Outsourcing Pvt Ltd,India,N/A,$200k - $300k,Not mentioned,"...Practices (GLP). 
•          Assist in calibration and maintenance of laboratory instruments. 
•          Support in documentation,  data  review, and audit readiness. 
•          Follow safety protocols and maintain a clean and organized lab environment. 
   Job...",2025-12-26T18:25:51.1100000,https://jooble.org/jdp/-5167811970797363663,"ai, data, maintain, maintenance",False
data analyst,Estimation engineer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,9 years,"Job requirements 
 Experience:  4 to
                        9
                        Year.
                    
 Education :  Any Graduate
                    
 Specilization :  b.e mechanical...
                    
 Skills : 
 Industry Type :  Industrial Products...",2025-12-23T18:42:56.7500000,https://jooble.org/jdp/4202091149018590807,Not mentioned,False
data analyst,Senior Engineer,JJ EPC Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Lead and guide a team of junior engineers or technicians 
# Handle project execution, technical planning, and resource management 
# Perform root cause analysis for production, maintenance, or design issues 
# Ensure quality control and compliance with industry standards...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4213569667921828776,"ai, maintenance",False
data analyst,Graduate engineer trainee,White Force Outsourcing Pvt Ltd,India,N/A,$200k - $300k,1+ years,"Spack automotive pvt. Ltd. 
 Role – Graduate engineer trainee 
 Location – surajpur, noida 
 Qualification – B.tech (Mechanical engineering)
 Minimum 1 year experience 

   Job requirements 
 Experience:  1 to
                            2
                      ...",2025-12-31T16:17:20.1000000,https://jooble.org/jdp/-7614045945791348272,"ai, train",False
data analyst,QC Engineer,Devikrupa Brass Industries,India,N/A,Not disclosed,Not mentioned,"Inspect raw materials, in-process production, and finished goods for quality compliance 
 Conduct and document internal audits and quality checks 
 Maintain quality documentation (inspection reports, test results, non-conformance reports)
 Collaborate with production...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-8183228151733273673,"ai, maintain, maintain quality",False
data analyst,Sr. Engineer,Eminence Ventures,India,N/A,Not disclosed,Not mentioned,"# Oversee  quality control processes  and ensure compliance with company and ISO standards. 
# Lead the  QC team  in inspections, testing, and documentation. 
# Develop and implement  quality control plans, procedures, and protocols  . 
# Conduct  incoming, in-process...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/6625285069605477403,Not mentioned,False
data analyst,Civil Engineers,Prozeal Green Energy Limited,India,N/A,Not disclosed,Not mentioned,"# Prepare, review, and modify project drawings, blueprints, and designs. 
# Conduct site surveys, feasibility studies, and cost estimations. 
# Supervise construction activities and ensure work is carried out as per design and specifications. 
# Coordinate with architects...",2025-10-29T13:08:37.6070000,https://jooble.org/jdp/2772297621221284743,bi,False
data analyst,Senior Engineer,Sonalika Tractors International Ltd,India,N/A,Not disclosed,Not mentioned,"# Plan, supervise, and optimize  gear manufacturing processes  including hobbing, shaping, grinding, and finishing. 
# Ensure  quality control  of gears through inspection, measurement, and compliance with design specifications. 
# Implement  process improvements  to ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-3920817067629605884,"api, bi",False
data analyst,Sr. QC Engineer,Keizen Ferro Cast Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Strong knowledge of  machining processes  (CNC, VMC, Lathe, Milling, Grinding, etc.)
# Proficiency in using  measuring instruments  — Vernier Caliper, Micrometer, Bore Gauge, Height Gauge, Surface Plate, Dial Indicator, etc. 
# Understanding of  Engineering Drawings...",2025-11-03T17:35:19.8670000,https://jooble.org/jdp/509704135899684857,Not mentioned,False
data analyst,Sr. Engineer,Macpower CNC Machines Limited,India,N/A,Not disclosed,Not mentioned,"# Understand client requirements and translate them into practical application solutions. 
# Provide  technical support  and  application expertise  to the sales and product teams. 
# Design, test, and validate product applications for various industrial or technical ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-9105375792098833832,Not mentioned,False
data analyst,SQA Engineer,Adico Escorts Agri Equipments Pvt.Ltd.,India,N/A,Not disclosed,Not mentioned,"# Evaluate and approve  new suppliers  based on quality system audits and capability assessment. 
# Review  PPAP / APQP documents  and ensure compliance with customer and internal standards. 
# Monitor  incoming material quality  and handle  supplier rejection analysis...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/9045412567039995457,"ability, bi",False
data analyst,Senior Engineer - Quality,BorgWarner Inc.,India,N/A,Not disclosed,Not mentioned,"The  Senior Engineer - Supplier Quality is responsible for the overall Quality of the supplied parts from the vendor / sub supplier’s and ensure the incoming parts Quality standards.  Working with the supplier directly, guidance and support them in Process Improvement activities...",2026-01-02T20:46:31.6370000,https://jooble.org/jdp/5592620737145348818,Not mentioned,False
data analyst,Estimation Engineer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"Cost Estimation: Accurately estimate the costs for projects involving heat exchangers, pressure vessels, and associated mechanical systems, including material costs, labor, and overheads.  Tender Analysis: Review tender documents, technical specifications, and client ...",2026-01-03T20:38:16.4470000,https://jooble.org/jdp/-7688155733645132960,Not mentioned,False
data analyst,Purchase Engineer,Global CNC Private Limited,India,N/A,Not disclosed,Not mentioned,"# Identify and evaluate suppliers for materials, components, and services. 
# Prepare and issue  purchase orders (POs) and follow up with suppliers for timely delivery. 
# Negotiate prices, terms, and conditions with vendors to ensure cost-effectiveness. 
# Monitor inventory...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5661988621364138876,Not mentioned,False
data analyst,QC Engineer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"Communication Skill  Knowledge of Specification / Code / Other client Requirements  ASNT SNT TC-1A Level-II in PT, RT, UT and MP  Knowledge of ERP system  QC Process & Final Inspection  Preparation of ITP  Preparation of NDE / Examination Procedure  DE & NDE Examination...",2025-12-26T18:25:49.6900000,https://jooble.org/jdp/6604661903702920051,Not mentioned,False
data analyst,QC Engineer,Rajan Techno Cast Private Limited,India,N/A,Not disclosed,Not mentioned,"# Knowledge of  quality control procedures  and  inspection techniques 
# Ability to read and interpret  engineering drawings & technical specifications 
# Familiarity with  measuring instruments  (Vernier, Micrometer, Height Gauge, etc.)
# Understanding of  ISO 9001...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7881684991438428537,"ability, bi",False
data analyst,Jr. Engineer - R&D,Orbit Bearings India Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...of new products, components, or systems. 
# Support in prototype creation, assembly, and testing. 
# Conduct experiments, collect  data,  and analyze test results. 
# Prepare technical documentation, drawings, and reports. 
# Collaborate with design, production, and...",2025-10-28T15:52:51.1400000,https://jooble.org/jdp/3459490392484738076,data,False
data analyst,EC Engineer,CMK Electro Power Private Limited,India,N/A,Not disclosed,Not mentioned,"...wireless). 
# Design and analyze  PCB layouts  and  circuit diagrams  . 
# Perform  signal processing  ,  RF communication  , and   data  transmission  testing. 
# Collaborate with software, mechanical, and production teams for integrated product development. 
#...",2025-10-29T13:08:37.1800000,https://jooble.org/jdp/4853782966901355067,data,False
data analyst,Trainee Engineer - QA,Vertex Infosoft Solutions Pvt. Ltd,India,N/A,Not disclosed,Not mentioned,"# Assist in designing and executing test cases for software applications 
# Perform manual testing of software features and functionalities 
# Document and report bugs, issues, and defects in a clear and detailed manner 
# Support the QA team in regression, functional...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-8157821085932386604,"ai, detailed",False
